open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;rsi;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1640890800000;MRSA3B.SA;38.24;38.24;38.24;38.24;38.24;0;;;;;stocks;;;;
1654866000000;MRSA3B.SA;38.23;38.7;38.23;38.23;38.23;0;;;;;stocks;;;;
1656615600000;MRSA3B.SA;28.06;28.06;28.06;28.06;28.06;100;;;;;stocks;;;;
1656680400000;MRSA3B.SA;28.06;28.06;28.06;28.06;28.06;1400;;;;;stocks;;;;
1660060800000;MRSA3B.SA;20.06;20.06;20.06;20.06;20.06;0;;;;;stocks;;;;
1662739200000;MRSA3B.SA;22.0;22.0;22.0;22.0;22.0;700;;;;;stocks;;;;
1665428400000;MRSA3B.SA;22.02;22.02;22.02;22.02;22.02;0;;;;;stocks;;;;
1665666000000;MRSA3B.SA;21.0;23.0;21.0;23.0;23.0;400;;;;;stocks;;;;
1668099600000;MRSA3B.SA;25.0;25.0;25.0;25.0;25.0;0;;;;;stocks;;;;
1693404000000;MRSA3B.SA;26.78;26.78;26.78;26.78;26.78;100;;;;;stocks;;;;
1693411200000;MRSA3B.SA;26.78;26.78;26.78;26.78;26.78;500;;;;;stocks;;;;
1693418400000;MRSA3B.SA;26.78;26.78;26.0;26.78;26.78;100;;;;;stocks;;;;
1694448000000;MRSA3B.SA;25.06;25.06;25.06;25.06;25.06;100;;;;;stocks;;;;
1695236400000;MRSA3B.SA;25.06;25.06;25.06;25.06;25.06;1000;;;;;stocks;;;;
1697821200000;MRSA3B.SA;25.06;25.06;25.06;25.06;25.06;0;;;25.24;;stocks;;;;
1700755200000;MRSA3B.SA;25.05;25.05;25.05;25.05;25.05;0;;;25.23;;stocks;;;;
1700852400000;MRSA3B.SA;24.25;24.25;24.25;24.25;24.25;0;;;24.38;2023-11-24 16:00:00-03:00;stocks;;;;
