open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;rsi;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1638370800000;BAUH4.SA;78.61;78.61;78.61;78.61;78.61;0;;;;;stocks;;;;
1640707200000;BAUH4.SA;82.89;82.89;82.89;82.89;82.89;0;;;;;stocks;;;;
1640800800000;BAUH4.SA;80.01;80.01;80.01;80.01;80.01;0;;;;;stocks;;;;
1640869200000;BAUH4.SA;80.01;80.01;80.01;80.01;80.01;0;;;;;stocks;;;;
1640872800000;BAUH4.SA;85.96;85.96;83.01;83.01;83.01;200;;;;;stocks;;;;
1640883600000;BAUH4.SA;84.99;85.55;84.99;85.55;85.55;300;;;;;stocks;;;;
1640890800000;BAUH4.SA;84.01;85.97;84.01;85.97;85.97;500;;;;;stocks;;;;
1641222000000;BAUH4.SA;85.0;85.0;81.51;84.9;84.9;600;;;;;stocks;;;;
1641225600000;BAUH4.SA;83.0;83.0;83.0;83.0;83.0;200;;;;;stocks;;;;
1641571200000;BAUH4.SA;81.02;81.02;81.02;81.02;81.02;0;;;;;stocks;;;;
1641823200000;BAUH4.SA;80.33;80.33;80.33;80.33;80.33;0;;;;;stocks;;;;
1641841200000;BAUH4.SA;80.35;80.35;80.33;80.33;80.33;400;;;;;stocks;;;;
1641906000000;BAUH4.SA;80.07;80.07;80.07;80.07;80.07;0;;;;;stocks;;;;
1641913200000;BAUH4.SA;81.9;81.9;81.9;81.9;81.9;100;;;;;stocks;;;;
1641916800000;BAUH4.SA;81.9;82.89;81.01;81.01;81.01;500;;;55.52;;stocks;;;;
1641924000000;BAUH4.SA;81.9;81.9;81.9;81.9;81.9;400;;;57.4;;stocks;;;;
1642014000000;BAUH4.SA;81.02;81.02;81.01;81.01;81.01;0;;;54.9;;stocks;;;;
1642093200000;BAUH4.SA;80.81;80.81;80.14;80.14;80.14;0;;;52.5;;stocks;;;;
1642438800000;BAUH4.SA;80.03;80.03;80.03;80.03;80.03;100;;;52.19;;stocks;;;;
1642442400000;BAUH4.SA;80.01;80.01;80.01;80.01;80.01;0;;;52.13;;stocks;;;;
1642791600000;BAUH4.SA;82.02;82.02;82.0;82.0;82.0;0;;;57.42;;stocks;;;;
1643043600000;BAUH4.SA;82.0;82.0;82.0;82.0;82.0;0;;;57.42;;stocks;;;;
1643299200000;BAUH4.SA;81.02;81.02;81.02;81.02;81.02;0;;;54.01;;stocks;;;;
1643727600000;BAUH4.SA;84.0;84.0;84.0;84.0;84.0;0;;;61.49;;stocks;;;;
1643900400000;BAUH4.SA;83.01;83.01;83.01;83.01;83.01;0;;;58.11;;stocks;;;;
1644001200000;BAUH4.SA;84.02;84.02;84.02;84.02;84.02;200;;;60.5;;stocks;;;;
1644256800000;BAUH4.SA;84.02;84.02;83.5;83.5;83.5;200;;;58.64;;stocks;;;;
1644411600000;BAUH4.SA;83.01;83.01;83.01;83.01;83.01;0;;;56.87;;stocks;;;;
1644512400000;BAUH4.SA;82.03;82.03;82.03;82.03;82.03;0;;;53.41;;stocks;;;;
1644606000000;BAUH4.SA;80.21;80.21;80.21;80.21;80.21;0;;;47.6;;stocks;;;;
1645207200000;BAUH4.SA;82.51;82.51;82.51;82.51;82.51;0;;;54.35;;stocks;;;;
1645466400000;BAUH4.SA;83.85;83.85;81.02;81.02;81.02;200;;;49.87;;stocks;;;;
1645470000000;BAUH4.SA;81.03;81.03;80.02;80.02;80.02;3000;;;47.06;;stocks;;;;
1645534800000;BAUH4.SA;81.88;81.88;81.88;81.88;81.88;0;;;52.43;;stocks;;;;
1645538400000;BAUH4.SA;80.04;80.04;80.03;80.03;80.03;200;;;47.29;;stocks;;;;
1645542000000;BAUH4.SA;80.0;80.0;80.0;80.0;80.0;100;;;47.21;;stocks;;;;
1645556400000;BAUH4.SA;80.4;80.4;80.4;80.4;80.4;100;;;48.48;;stocks;;;;
1645621200000;BAUH4.SA;81.0;81.0;81.0;81.0;81.0;0;;;50.39;;stocks;;;;
1645624800000;BAUH4.SA;81.01;81.01;81.0;81.0;81.0;200;;;50.39;;stocks;;;;
1646244000000;BAUH4.SA;80.0;80.04;79.2;80.03;80.03;900;;;47.11;;stocks;;;;
1646247600000;BAUH4.SA;80.03;80.03;80.0;80.0;80.0;800;;;47.01;;stocks;;;;
1646312400000;BAUH4.SA;80.88;80.88;80.88;80.88;80.88;0;;;50.4;;stocks;;;;
1647262800000;BAUH4.SA;79.89;79.89;79.89;79.89;79.89;0;;;46.77;;stocks;;;;
1647622800000;BAUH4.SA;77.01;77.01;76.0;76.0;76.0;100;;;35.85;;stocks;;;;
1647867600000;BAUH4.SA;73.05;73.05;73.05;73.05;73.05;0;;;30.1;;stocks;;;;
1647889200000;BAUH4.SA;73.89;74.9;73.89;74.9;74.9;300;;;36.93;;stocks;;;;
1648144800000;BAUH4.SA;75.03;75.2;73.02;73.02;73.02;600;;;33.36;;stocks;;;;
1648148400000;BAUH4.SA;72.51;74.0;72.5;74.0;74.0;600;;;36.79;;stocks;;;;
1648213200000;BAUH4.SA;72.5;72.5;72.5;72.5;72.5;0;;;33.91;;stocks;;;;
1648573200000;BAUH4.SA;68.03;69.99;68.03;69.99;69.99;100;;;29.73;;stocks;;;;
1648580400000;BAUH4.SA;70.0;71.0;68.0;71.0;71.0;900;;;33.3;;stocks;;;;
1648645200000;BAUH4.SA;70.0;72.0;67.01;72.0;72.0;0;;;36.72;;stocks;;;;
1648648800000;BAUH4.SA;72.71;72.71;72.71;72.71;72.71;0;;;39.11;;stocks;;;;
1648666800000;BAUH4.SA;72.0;72.68;72.0;72.68;72.68;500;;;39.04;;stocks;;;;
1648753200000;BAUH4.SA;74.9;76.9;74.9;76.9;76.9;0;;;51.62;;stocks;;;;
1651597200000;BAUH4.SA;81.01;81.01;81.0;81.0;81.0;100;;;60.21;;stocks;;;;
1653400800000;BAUH4.SA;77.0;77.0;77.0;77.0;77.0;200;;;50.74;;stocks;;;;
1653418800000;BAUH4.SA;76.99;76.99;76.99;76.99;76.99;100;;;50.72;;stocks;;;;
1653577200000;BAUH4.SA;76.0;76.0;76.0;76.0;76.0;100;;;48.53;;stocks;;;;
1653591600000;BAUH4.SA;77.88;77.88;77.88;77.88;77.88;0;;;52.71;;stocks;;;;
1654614000000;BAUH4.SA;73.41;73.41;73.41;73.41;73.41;0;;;43.64;;stocks;;;;
1654873200000;BAUH4.SA;75.0;75.0;75.0;75.0;75.0;100;;;47.13;;stocks;;;;
1654887600000;BAUH4.SA;77.86;77.86;77.86;77.86;77.86;100;;;52.78;;stocks;;;;
1656086400000;BAUH4.SA;76.0;76.0;76.0;76.0;76.0;0;;;49.1;;stocks;;;;
1656090000000;BAUH4.SA;77.0;77.0;77.0;77.0;77.0;100;;;51.08;;stocks;;;;
1656093600000;BAUH4.SA;76.08;76.08;76.08;76.08;76.08;100;;;49.19;;stocks;;;;
1656349200000;BAUH4.SA;75.02;75.02;75.02;75.02;75.02;0;;;47.03;;stocks;;;;
1656356400000;BAUH4.SA;77.75;77.75;77.75;77.75;77.75;100;;;52.78;;stocks;;;;
1657198800000;BAUH4.SA;77.0;77.0;77.0;77.0;77.0;600;;;51.13;;stocks;;;;
1657206000000;BAUH4.SA;81.0;81.0;77.02;81.0;81.0;400;;;58.54;;stocks;;;;
1657209600000;BAUH4.SA;77.02;77.02;77.01;77.01;77.01;200;;;50.34;;stocks;;;;
1657213200000;BAUH4.SA;77.02;79.0;77.02;79.0;79.0;200;;;53.82;;stocks;;;;
1657220400000;BAUH4.SA;79.01;79.01;78.04;78.04;78.04;600;;;51.93;;stocks;;;;
1657303200000;BAUH4.SA;75.01;75.01;75.01;75.01;75.01;0;;;46.4;;stocks;;;;
1657566000000;BAUH4.SA;72.99;72.99;72.99;72.99;72.99;0;;;43.1;;stocks;;;;
1657652400000;BAUH4.SA;72.99;72.99;72.99;72.99;72.99;0;;;43.1;;stocks;;;;
1658948400000;BAUH4.SA;72.49;73.9;72.49;73.9;73.9;1000;;;45.14;;stocks;;;;
1659034800000;BAUH4.SA;74.9;76.9;74.9;76.9;76.9;0;;;51.32;;stocks;;;;
1659121200000;BAUH4.SA;76.5;76.5;76.5;76.5;76.5;0;;;50.51;;stocks;;;;
1660158000000;BAUH4.SA;75.0;75.0;75.0;75.0;75.0;0;;;47.45;;stocks;;;;
1660237200000;BAUH4.SA;76.0;76.0;76.0;76.0;76.0;100;;;49.64;;stocks;;;;
1660244400000;BAUH4.SA;76.89;76.89;76.89;76.89;76.89;0;;;51.57;;stocks;;;;
1660676400000;BAUH4.SA;76.0;76.88;76.0;76.88;76.88;100;;;51.55;;stocks;;;;
1661972400000;BAUH4.SA;75.9;80.89;75.9;80.89;80.89;300;;;59.63;;stocks;;;;
1662145200000;BAUH4.SA;80.9;80.9;80.9;80.9;80.9;200;;;59.65;;stocks;;;;
1662750000000;BAUH4.SA;79.0;79.0;79.0;79.0;79.0;0;;;54.64;;stocks;;;;
1663009200000;BAUH4.SA;79.9;79.9;79.0;79.0;79.0;300;;;54.64;;stocks;;;;
1663178400000;BAUH4.SA;79.8;79.8;79.8;79.8;79.8;0;;;56.43;;stocks;;;;
1664388000000;BAUH4.SA;79.0;79.0;79.0;79.0;79.0;0;;;54.13;;stocks;;;;
1664391600000;BAUH4.SA;79.9;79.9;79.9;79.9;79.9;400;;;56.28;;stocks;;;;
1664888400000;BAUH4.SA;79.9;79.9;79.9;79.9;79.9;300;;;56.28;;stocks;;;;
1664910000000;BAUH4.SA;79.0;79.0;79.0;79.0;79.0;100;;;53.38;;stocks;;;;
1665072000000;BAUH4.SA;79.0;79.0;79.0;79.0;79.0;0;;;53.38;;stocks;;;;
1666278000000;BAUH4.SA;78.0;78.0;78.0;78.0;78.0;0;;;50.05;;stocks;;;;
1680703200000;BAUH4.SA;52.05;52.05;52.05;52.05;52.05;0;;;18.24;;stocks;;;;
1680710400000;BAUH4.SA;75.0;75.0;75.0;75.0;75.0;1200;;;49.07;;stocks;;;;
1683810000000;BAUH4.SA;73.67;73.67;73.67;73.67;73.67;0;;;47.94;;stocks;;;;
1685469600000;BAUH4.SA;75.0;76.76;75.0;76.76;76.76;1100;;;50.77;;stocks;;;;
1685638800000;BAUH4.SA;76.75;76.75;76.75;76.75;76.75;0;;;50.76;;stocks;;;;
1685728800000;BAUH4.SA;69.99;73.9;69.99;71.0;71.0;600;;;45.43;;stocks;;;;
1685732400000;BAUH4.SA;73.89;73.89;73.89;73.89;73.89;100;;;48.37;;stocks;;;;
1685991600000;BAUH4.SA;71.0;71.0;71.0;71.0;71.0;200;;;45.72;;stocks;;;;
1686078000000;BAUH4.SA;71.0;72.9;71.0;71.5;71.5;0;;;46.27;;stocks;;;;
