open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;rsi;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1638889200000;SOND5.SA;36.01;36.01;36.01;36.01;36.01;0;;;;;stocks;;;;
1638903600000;SOND5.SA;36.01;36.01;36.01;36.01;36.01;100;;;;;stocks;;;;
1643209200000;SOND5.SA;36.01;36.01;36.01;36.01;36.01;200;;;;;stocks;;;;
1643295600000;SOND5.SA;39.99;39.99;39.99;39.99;39.99;0;;;;;stocks;;;;
1643374800000;SOND5.SA;40.63;40.63;40.63;40.63;40.63;200;;;;;stocks;;;;
1643828400000;SOND5.SA;38.0;38.0;38.0;38.0;38.0;300;;;;;stocks;;;;
1643983200000;SOND5.SA;38.69;38.69;38.69;38.69;38.69;100;;;;;stocks;;;;
1644249600000;SOND5.SA;32.45;32.45;32.45;32.45;32.45;1200;;;;;stocks;;;;
1644253200000;SOND5.SA;34.5;34.5;34.5;34.5;34.5;300;;;;;stocks;;;;
1644415200000;SOND5.SA;35.19;35.19;35.19;35.19;35.19;0;;;;;stocks;;;;
1645203600000;SOND5.SA;36.0;36.0;36.0;36.0;36.0;0;;;;;stocks;;;;
1646413200000;SOND5.SA;36.01;36.01;36.0;36.0;36.0;100;;;;;stocks;;;;
1648832400000;SOND5.SA;39.01;39.01;39.01;39.01;39.01;0;;;;;stocks;;;;
1648839600000;SOND5.SA;40.01;40.01;40.01;40.01;40.01;100;;;;;stocks;;;;
1649692800000;SOND5.SA;48.39;48.39;48.39;48.39;48.39;0;;;70.55;;stocks;;;;
1649700000000;SOND5.SA;48.5;48.5;48.5;48.5;48.5;100;;;70.67;;stocks;;;;
1649858400000;SOND5.SA;48.5;48.5;48.5;48.5;48.5;0;;;70.67;;stocks;;;;
1649869200000;SOND5.SA;48.5;48.5;48.5;48.5;48.5;100;;;70.67;;stocks;;;;
1650988800000;SOND5.SA;47.99;47.99;47.99;47.99;47.99;8200;;;69.1;;stocks;;;;
1651248000000;SOND5.SA;47.0;47.0;47.0;47.0;47.0;0;;;66.04;;stocks;;;;
1653494400000;SOND5.SA;42.0;42.0;42.0;42.0;42.0;0;;;53.21;;stocks;;;;
1653573600000;SOND5.SA;49.5;49.5;49.5;49.5;49.5;0;;;64.38;;stocks;;;;
1653580800000;SOND5.SA;42.01;42.01;42.01;42.01;42.01;100;;;51.23;;stocks;;;;
1653915600000;SOND5.SA;40.0;40.0;40.0;40.0;40.0;0;;;48.37;;stocks;;;;
1656518400000;SOND5.SA;44.0;44.0;44.0;44.0;44.0;400;;;53.88;;stocks;;;;
1657213200000;SOND5.SA;43.99;43.99;43.99;43.99;43.99;0;;;53.87;;stocks;;;;
1663095600000;SOND5.SA;35.51;36.65;35.51;35.51;35.51;1000;;;42.67;;stocks;;;;
1663333200000;SOND5.SA;35.01;35.01;35.0;35.0;35.0;0;;;42.1;;stocks;;;;
1663336800000;SOND5.SA;35.0;35.0;35.0;35.0;35.0;100;;;42.1;;stocks;;;;
1663340400000;SOND5.SA;33.18;33.18;33.18;33.18;33.18;0;;;39.91;;stocks;;;;
1663344000000;SOND5.SA;34.0;34.0;34.0;34.0;34.0;1100;;;41.39;;stocks;;;;
1663347600000;SOND5.SA;34.0;34.0;34.0;34.0;34.0;100;;;41.39;;stocks;;;;
1663596000000;SOND5.SA;31.55;32.8;31.55;32.8;32.8;0;;;39.73;;stocks;;;;
1663768800000;SOND5.SA;33.01;33.01;32.79;32.79;32.79;600;;;39.71;;stocks;;;;
1663938000000;SOND5.SA;32.78;32.78;32.0;32.0;32.0;0;;;38.53;;stocks;;;;
1664287200000;SOND5.SA;32.0;32.0;32.0;32.0;32.0;500;;;38.53;;stocks;;;;
