open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1650992400000;SOND3.SA;46.01;46.01;46.01;46.01;46.01;0;;;2022-04-26 14:00:00-03:00;stocks;;;;
