open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1661436000000;FIGE3.SA;12.03;12.03;12.03;12.03;12.03;0;;;2022-08-25 11:00:00-03:00;stocks;;;;
