open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1668106800000;RBRI11.SA;999.89;999.89;999.89;999.89;999.89;0;;;;fii;;;;
1682431200000;RBRI11.SA;995.0;995.0;995.0;995.0;995.0;0;;;;fii;;;;
1683558000000;RBRI11.SA;995.0;995.0;995.0;995.0;995.0;0;;;;fii;;;;
1683910800000;RBRI11.SA;995.0;995.0;995.0;995.0;995.0;0;;;;fii;;;;
1684936800000;RBRI11.SA;995.0;995.0;995.0;995.0;995.0;0;;;2023-05-24 11:00:00-03:00;fii;;;;
