open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;rsi;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1654009200000;HUSI11.SA;1025.0;1025.0;1025.0;1025.0;1025.0;0;;;;;fii;;;;
1655830800000;HUSI11.SA;1040.0;1040.0;1040.0;1040.0;1040.0;0;;;;;fii;;;;
1660147200000;HUSI11.SA;1012.0;1012.0;1012.0;1012.0;1012.0;1;;;;;fii;;;;
1660748400000;HUSI11.SA;1032.0;1032.0;1032.0;1032.0;1032.0;1;;;;;fii;;;;
1661965200000;HUSI11.SA;1071.0;1071.0;1071.0;1071.0;1071.0;1;;;;;fii;;;;
1664290800000;HUSI11.SA;1098.0;1098.0;1071.0;1071.0;1071.0;0;;;;;fii;;;;
1664557200000;HUSI11.SA;1126.0;1126.0;1126.0;1126.0;1126.0;1;;;;;fii;;;;
1667235600000;HUSI11.SA;1140.0;1140.0;1126.0;1126.0;1126.0;0;;;;;fii;;;;
1669744800000;HUSI11.SA;1132.13;1132.13;1132.13;1132.13;1132.13;4;;;;;fii;;;;
1669816800000;HUSI11.SA;1140.5;1140.5;1140.5;1140.5;1140.5;0;;;;;fii;;;;
1672063200000;HUSI11.SA;1000.0;1140.5;1000.0;1140.5;1140.5;18;;;;;fii;;;;
1672336800000;HUSI11.SA;999.0;999.0;999.0;999.0;999.0;0;;;;;fii;;;;
1672340400000;HUSI11.SA;1000.0;1000.0;1000.0;1000.0;1000.0;28;;;;;fii;;;;
1672930800000;HUSI11.SA;1000.0;1142.0;1000.0;1142.0;1142.0;0;;;;;fii;;;;
1673010000000;HUSI11.SA;1000.0;1000.0;1000.0;1000.0;1000.0;0;;;47.91;;fii;;;;
1675173600000;HUSI11.SA;1000.0;1000.0;1000.0;1000.0;1000.0;3;;;47.91;;fii;;;;
1675180800000;HUSI11.SA;1000.0;1000.0;1000.0;1000.0;1000.0;4;;;47.91;;fii;;;;
1675188000000;HUSI11.SA;1000.0;1000.0;1000.0;1000.0;1000.0;5;;;47.91;;fii;;;;
1675191600000;HUSI11.SA;1145.0;1145.0;1145.0;1145.0;1145.0;1;;;60.72;;fii;;;;
1675353600000;HUSI11.SA;1137.61;1145.0;1137.61;1137.61;1137.61;0;;;59.91;;fii;;;;
1676044800000;HUSI11.SA;1137.61;1137.61;1137.61;1137.61;1137.61;0;;;59.91;;fii;;;;
1676566800000;HUSI11.SA;1137.61;1137.61;1137.61;1137.61;1137.61;2;;;59.91;;fii;;;;
1679493600000;HUSI11.SA;1127.39;1137.61;1127.39;1137.61;1137.61;0;;;59.91;;fii;;;;
1683903600000;HUSI11.SA;989.5;989.5;989.5;989.5;989.5;0;;;44.08;;fii;;;;
1684332000000;HUSI11.SA;982.0;982.0;982.0;982.0;982.0;2;;;43.46;;fii;;;;
1684335600000;HUSI11.SA;982.0;982.0;982.0;982.0;982.0;1;;;43.46;;fii;;;;
1684861200000;HUSI11.SA;960.0;960.0;960.0;960.0;960.0;0;;;41.46;;fii;;;;
1684954800000;HUSI11.SA;815.0;816.0;815.0;816.0;816.0;2;;;31.29;;fii;;;;
1685556000000;HUSI11.SA;959.99;959.99;959.99;959.99;959.99;0;;;45.64;;fii;;;;
1685559600000;HUSI11.SA;960.0;960.0;960.0;960.0;960.0;4;;;45.64;;fii;;;;
1686319200000;HUSI11.SA;1160.0;1160.0;1137.61;1160.0;1160.0;0;;;59.33;;fii;;;;
1686848400000;HUSI11.SA;1136.8;1136.8;1136.8;1136.8;1136.8;7;;;57.52;;fii;;;;
1689966000000;HUSI11.SA;1136.8;1136.8;1136.8;1136.8;1136.8;22;;;57.52;;fii;;;;
1690214400000;HUSI11.SA;1135.8;1136.8;1135.8;1136.8;1136.8;6;;;57.52;;fii;;;;
1693422000000;HUSI11.SA;1136.79;1136.8;1136.79;1136.79;1136.79;0;;;57.52;;fii;;;;
1694624400000;HUSI11.SA;1159.53;1159.53;1136.79;1159.53;1159.53;0;;;59.16;;fii;;;;
1698159600000;HUSI11.SA;1151.0;1159.53;1151.0;1151.0;1151.0;3;;;58.25;;fii;;;;
1699023600000;HUSI11.SA;1142.63;1142.63;1142.63;1142.63;1142.63;0;;;57.32;2023-11-03 12:00:00-03:00;fii;;;;
1699030800000;HUSI11.SA;1142.63;1142.63;1142.63;1142.63;1142.63;1;;;57.32;2023-11-03 14:00:00-03:00;fii;;;;
