open_time;ticker;open;high;low;close;adj_close;volume;ema_200p;ema_200p_diff;s_open_time;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
1677780000000;HDEL11.SA;104.17;104.17;101.5;104.17;104.17;0;;;;fii;;;;
1678129200000;HDEL11.SA;104.26;104.26;104.26;104.26;104.26;0;;;;fii;;;;
1678820400000;HDEL11.SA;104.53;104.53;104.53;104.53;104.53;125;;;;fii;;;;
1681840800000;HDEL11.SA;105.63;105.63;105.63;105.63;105.63;75;;;;fii;;;;
1682013600000;HDEL11.SA;105.72;105.72;105.72;105.72;105.72;40;;;;fii;;;;
1682431200000;HDEL11.SA;105.81;105.81;105.81;105.81;105.81;45;;;;fii;;;;
1683050400000;HDEL11.SA;106.09;106.09;106.09;106.09;106.09;0;;;;fii;;;;
1683136800000;HDEL11.SA;106.09;106.09;106.09;106.09;106.09;0;;;2023-05-03 15:00:00-03:00;fii;;;;
