s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff;rsi
2023-07-05;1688515200000;CPSH11.SA;102.51;104.94;102.51;104.93;100.37;10654;fii;;;;;
2023-07-06;1688601600000;CPSH11.SA;104.95;108.7;104.95;108.64;103.91;601;fii;;;;;
2023-07-07;1688688000000;CPSH11.SA;108.64;108.65;107.5;108.65;103.92;220;fii;;;;;
2023-07-10;1688947200000;CPSH11.SA;109.79;109.83;107.49;108.0;103.3;553;fii;;;;;
2023-07-11;1689033600000;CPSH11.SA;108.0;109.77;107.5;108.0;103.3;482;fii;;;;;
2023-07-12;1689120000000;CPSH11.SA;109.69;111.9;107.77;111.9;107.03;774;fii;;;;;
2023-07-13;1689206400000;CPSH11.SA;111.49;111.49;107.7;111.28;106.44;29;fii;;;;;
2023-07-14;1689292800000;CPSH11.SA;111.28;118.0;111.25;111.28;106.44;170;fii;;;;;
2023-07-17;1689552000000;CPSH11.SA;112.0;115.89;112.0;115.89;110.85;41;fii;;;;;
2023-07-18;1689638400000;CPSH11.SA;114.99;115.0;114.0;114.0;109.04;92;fii;;;;;
2023-07-19;1689724800000;CPSH11.SA;113.99;117.99;113.07;115.5;111.55;1468;fii;;;;;
2023-07-20;1689811200000;CPSH11.SA;115.3;115.3;115.01;115.01;111.08;125;fii;;;;;
2023-07-21;1689897600000;CPSH11.SA;114.85;116.0;114.0;116.0;112.04;55;fii;;;;;
2023-07-24;1690156800000;CPSH11.SA;116.0;117.78;116.0;116.0;112.04;421;fii;;;;;
2023-07-25;1690243200000;CPSH11.SA;117.3;117.3;116.0;116.0;112.04;162;fii;;;;;81.29
2023-07-26;1690329600000;CPSH11.SA;116.0;116.0;111.2;113.76;109.87;357;fii;;;;;72.24
2023-07-27;1690416000000;CPSH11.SA;112.2;117.77;112.0;117.77;113.75;109;fii;;;;;77.14
2023-07-28;1690502400000;CPSH11.SA;117.74;117.75;115.7;117.68;113.66;627;fii;;;;;76.8
2023-07-31;1690761600000;CPSH11.SA;117.68;117.7;116.01;117.69;113.67;236;fii;;;;;76.81
2023-08-01;1690848000000;CPSH11.SA;117.75;117.75;117.0;117.0;113.0;26;fii;;;;;74.01
2023-08-02;1690934400000;CPSH11.SA;117.0;117.0;117.0;117.0;113.0;0;fii;;;;;74.01
2023-08-03;1691020800000;CPSH11.SA;117.7;117.75;112.55;114.08;110.18;184;fii;;;;;62.81
2023-08-04;1691107200000;CPSH11.SA;115.19;118.0;115.19;118.0;113.97;180;fii;;;;;69.49
2023-08-07;1691366400000;CPSH11.SA;115.35;117.0;115.35;117.0;113.0;52;fii;;;;;66.21
2023-08-08;1691452800000;CPSH11.SA;117.0;117.0;113.31;116.99;112.99;5;fii;;;;;66.18
2023-08-09;1691539200000;CPSH11.SA;116.79;116.79;116.79;116.79;112.8;1;fii;;;;;65.48
2023-08-10;1691625600000;CPSH11.SA;115.01;117.99;113.0;117.99;113.96;15;fii;;;;;67.73
2023-08-11;1691712000000;CPSH11.SA;117.99;117.99;117.99;117.99;113.96;6;fii;;;;;67.73
2023-08-14;1691971200000;CPSH11.SA;118.0;118.0;115.02;117.88;113.85;59;fii;;;;;67.24
2023-08-15;1692057600000;CPSH11.SA;117.88;117.88;117.88;117.88;113.85;1;fii;;;;;67.24
2023-08-16;1692144000000;CPSH11.SA;116.49;116.5;116.1;116.1;112.13;430;fii;;;;;59.56
2023-08-17;1692230400000;CPSH11.SA;118.99;118.99;118.99;118.99;116.02;3;fii;;;;;68.36
2023-08-18;1692316800000;CPSH11.SA;119.0;119.0;117.0;118.5;115.55;195;fii;;;;;66.48
2023-08-21;1692576000000;CPSH11.SA;119.0;119.0;117.1;117.5;114.57;174;fii;;;;;62.61
2023-08-22;1692662400000;CPSH11.SA;119.0;119.0;118.5;118.5;115.55;11;fii;;;;;64.82
2023-08-23;1692748800000;CPSH11.SA;118.0;118.0;117.0;117.0;114.08;3;fii;;;;;59.17
2023-08-24;1692835200000;CPSH11.SA;118.4;118.4;117.0;117.0;114.08;48;fii;;;;;59.17
2023-08-25;1692921600000;CPSH11.SA;119.0;119.0;117.0;117.0;114.08;17;fii;;;;;59.17
2023-08-28;1693180800000;CPSH11.SA;119.0;119.0;118.8;119.0;116.03;127;fii;;;;;64.32
2023-08-29;1693267200000;CPSH11.SA;116.11;119.0;111.22;115.35;112.47;800;fii;;;;;51.55
2023-08-30;1693353600000;CPSH11.SA;115.5;115.55;115.5;115.5;112.62;509;fii;;;;;51.98
2023-08-31;1693440000000;CPSH11.SA;115.5;115.5;115.4;115.4;112.52;15;fii;;;;;51.65
2023-09-01;1693526400000;CPSH11.SA;115.5;115.5;115.44;115.5;112.62;96;fii;;;;;51.98
2023-09-04;1693785600000;CPSH11.SA;115.49;115.5;113.51;115.5;112.62;298;fii;;;;;51.98
2023-09-05;1693872000000;CPSH11.SA;113.68;117.0;113.68;117.0;114.08;407;fii;;;;;56.95
2023-09-06;1693958400000;CPSH11.SA;118.99;118.99;114.11;118.86;115.9;31;fii;;;;;62.2
2023-09-08;1694131200000;CPSH11.SA;118.96;119.0;116.98;119.0;116.03;327;fii;;;;;62.55
2023-09-11;1694390400000;CPSH11.SA;119.0;119.0;115.03;118.89;115.93;148;fii;;;;;62.07
2023-09-12;1694476800000;CPSH11.SA;118.9;120.0;118.9;119.99;117.0;176;fii;;;;;65.14
2023-09-13;1694563200000;CPSH11.SA;119.99;119.99;119.99;119.99;117.0;240;fii;;;;;65.14
2023-09-14;1694649600000;CPSH11.SA;119.99;119.99;116.4;119.99;117.0;189;fii;;;;;65.14
2023-09-15;1694736000000;CPSH11.SA;119.78;119.79;116.2;119.69;116.71;34;fii;;;;;63.4
2023-09-18;1694995200000;CPSH11.SA;119.74;119.99;116.58;119.99;117.0;38;fii;;;;;64.42
2023-09-19;1695081600000;CPSH11.SA;119.98;119.99;119.98;119.99;117.0;101;fii;;;;;64.42
2023-09-20;1695168000000;CPSH11.SA;116.66;117.78;116.0;117.78;115.91;169;fii;;;;;57.44
2023-09-21;1695254400000;CPSH11.SA;117.34;117.34;116.07;116.07;114.22;144;fii;;;;;48.63
2023-09-22;1695340800000;CPSH11.SA;116.52;117.89;115.22;117.89;116.01;86;fii;;;;;56.28
2023-09-25;1695600000000;CPSH11.SA;117.89;117.89;114.3;116.3;114.45;149;fii;;;;;49.38
2023-09-26;1695686400000;CPSH11.SA;115.99;116.0;115.99;115.99;114.14;101;fii;;;;;48.12
2023-09-27;1695772800000;CPSH11.SA;113.64;116.0;113.64;115.99;114.14;170;fii;;;;;48.12
2023-09-28;1695859200000;CPSH11.SA;115.98;115.98;108.12;109.98;108.23;42739;fii;;;;;30.74
2023-09-29;1695945600000;CPSH11.SA;111.0;111.0;109.25;110.0;108.25;85968;fii;;;;;30.83
2023-10-02;1696204800000;CPSH11.SA;110.98;110.98;109.61;109.61;107.87;2679;fii;;;;;30.02
2023-10-03;1696291200000;CPSH11.SA;109.65;110.02;109.6;109.77;108.02;1671;fii;;;;;30.79
2023-10-04;1696377600000;CPSH11.SA;110.93;110.93;109.6;109.77;108.02;8098;fii;;;;;30.79
2023-10-05;1696464000000;CPSH11.SA;109.78;110.0;109.0;109.59;107.85;7635;fii;;;;;30.36
