s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-11-30;1701302400000;AGRX11.SA;10.89;11.08;10.85;11.06;11.06;22632;fii;;;;
