s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-07-10;1688947200000;CFHI11.SA;935.66;935.66;935.66;935.66;935.66;700;fii;;;;
