s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2022-08-29;1661731200000;ESUU11.SA;0.0;1199.98;1199.98;1199.98;1199.98;0;fii;;;;
