s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-11-30;1701302400000;BRZP11.SA;89.1;89.87;88.6;89.6;89.6;5906;fii;;;;
