s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-10-23;1698019200000;VXXV11.SA;0.0;1030.0;1030.0;1030.0;1030.0;0;fii;;;;
