s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2022-07-29;1659052800000;BRIM11.SA;0.0;0.0;0.0;1030.22;1030.22;0;fii;;;;
