s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff;rsi
2021-11-11;1636588800000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;466;fii;;;;;
2021-12-17;1639699200000;BICE11.SA;1100.0;1100.0;1100.0;1100.0;1073.48;1;fii;;;;;
2021-12-22;1640131200000;BICE11.SA;1100.0;1100.0;1100.0;1100.0;1073.48;1;fii;;;;;
2021-12-23;1640217600000;BICE11.SA;1100.0;1100.0;1100.0;1100.0;1073.48;3;fii;;;;;
2021-12-27;1640563200000;BICE11.SA;1100.0;1100.0;1100.0;1100.0;1073.48;1;fii;;;;;
2021-12-28;1640649600000;BICE11.SA;1150.0;1150.0;1150.0;1150.0;1122.28;2;fii;;;;;
2021-12-29;1640736000000;BICE11.SA;1150.0;1150.0;1150.0;1150.0;1122.28;1;fii;;;;;
2022-01-13;1642032000000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;1;fii;;;;;
2022-01-14;1642118400000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;1;fii;;;;;
2022-01-31;1643587200000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;24;fii;;;;;
2022-09-19;1663545600000;BICE11.SA;950.0;950.0;950.0;950.0;927.1;140;fii;;;;;
2022-11-01;1667260800000;BICE11.SA;975.0;975.0;950.0;950.0;927.1;26;fii;;;;;
2022-12-20;1671494400000;BICE11.SA;950.0;950.0;950.0;950.0;927.1;657;fii;;;;;
2023-01-05;1672876800000;BICE11.SA;987.24;987.24;987.24;987.24;963.44;900;fii;;;;;
2023-01-09;1673222400000;BICE11.SA;987.0;987.0;987.0;987.0;963.21;240;fii;;;;;48.32
2023-01-10;1673308800000;BICE11.SA;986.0;986.0;986.0;986.0;962.23;120;fii;;;;;48.19
2023-01-13;1673568000000;BICE11.SA;986.0;986.0;986.0;986.0;962.23;120;fii;;;;;48.19
2023-01-18;1674000000000;BICE11.SA;986.0;986.0;986.0;986.0;962.23;120;fii;;;;;48.19
2023-02-07;1675728000000;BICE11.SA;985.84;985.84;985.84;985.84;962.08;2;fii;;;;;48.16
2023-02-08;1675814400000;BICE11.SA;990.0;990.0;990.0;990.0;966.14;1;fii;;;;;48.95
2023-02-14;1676332800000;BICE11.SA;990.0;990.0;990.0;990.0;966.14;3;fii;;;;;48.95
2023-02-15;1676419200000;BICE11.SA;950.0;950.0;950.0;950.0;927.1;1;fii;;;;;41.83
2023-02-23;1677110400000;BICE11.SA;979.0;979.0;979.0;979.0;955.4;39;fii;;;;;47.76
2023-02-24;1677196800000;BICE11.SA;970.0;970.0;970.0;970.0;946.62;1;fii;;;;;46.19
2023-02-28;1677542400000;BICE11.SA;979.0;979.0;975.0;975.0;951.5;64;fii;;;;;47.23
2023-03-02;1677715200000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;50;fii;;;;;52.21
2023-03-08;1678233600000;BICE11.SA;980.0;999.0;971.25;971.25;947.84;603;fii;;;;;46.75
2023-03-09;1678320000000;BICE11.SA;998.5;999.0;998.5;999.0;974.92;94;fii;;;;;51.97
2023-03-14;1678752000000;BICE11.SA;974.99;974.99;974.99;974.99;951.49;140;fii;;;;;47.62
2023-03-17;1679011200000;BICE11.SA;974.0;974.0;974.0;974.0;950.52;5;fii;;;;;47.44
2023-03-21;1679356800000;BICE11.SA;980.0;999.0;980.0;999.0;974.92;76;fii;;;;;52.25
2023-03-24;1679616000000;BICE11.SA;999.0;999.0;999.0;999.0;974.92;3;fii;;;;;52.25
2023-04-05;1680652800000;BICE11.SA;998.0;998.0;998.0;998.0;973.94;177;fii;;;;;52.03
2023-04-06;1680739200000;BICE11.SA;998.0;998.0;998.0;998.0;973.94;70;fii;;;;;52.03
2023-05-17;1684281600000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;1;fii;;;;;52.5
2023-05-19;1684454400000;BICE11.SA;1000.0;1000.0;1000.0;1000.0;975.9;1;fii;;;;;52.5
2023-05-29;1685318400000;BICE11.SA;900.0;999.0;900.0;999.0;974.92;78;fii;;;;;52.2
2023-05-30;1685404800000;BICE11.SA;900.03;900.03;900.03;900.03;878.33;1;fii;;;;;32.69
2023-06-01;1685577600000;BICE11.SA;840.0;840.0;840.0;840.0;819.75;2;fii;;;;;26.28
2023-06-05;1685923200000;BICE11.SA;900.0;900.0;900.0;900.0;878.31;2;fii;;;;;39.13
2023-06-06;1686009600000;BICE11.SA;900.0;900.0;900.0;900.0;878.31;2;fii;;;;;39.13
2023-06-13;1686614400000;BICE11.SA;980.0;980.0;980.0;980.0;956.38;2;fii;;;;;52.06
2023-06-16;1686873600000;BICE11.SA;980.0;980.0;980.0;980.0;956.38;3;fii;;;;;52.06
2023-06-30;1688083200000;BICE11.SA;989.34;989.34;989.34;989.34;965.49;1;fii;;;;;53.4
2023-07-06;1688601600000;BICE11.SA;958.99;958.99;958.99;958.99;945.43;955;fii;;;;;50.08
2023-07-11;1689033600000;BICE11.SA;900.01;950.0;900.01;950.0;936.57;14;fii;;;;;48.64
2023-07-17;1689552000000;BICE11.SA;950.0;950.0;950.0;950.0;936.57;1;fii;;;;;48.64
2023-07-20;1689811200000;BICE11.SA;947.99;947.99;947.99;947.99;934.59;2076;fii;;;;;48.29
2023-07-26;1690329600000;BICE11.SA;947.99;947.99;947.99;947.99;934.59;495;fii;;;;;48.29
2023-07-31;1690761600000;BICE11.SA;960.0;1000.0;960.0;1000.0;985.86;2;fii;;;;;57.67
2023-08-17;1692230400000;BICE11.SA;992.21;992.21;992.21;992.21;985.86;1;fii;;;;;57.67
2023-09-04;1693785600000;BICE11.SA;965.0;980.0;965.0;980.0;973.73;56;fii;;;;;54.94
2023-09-29;1695945600000;BICE11.SA;990.0;990.0;990.0;990.0;983.66;4;fii;;;;;56.75
2023-10-18;1697587200000;BICE11.SA;983.0;983.0;983.0;983.0;976.71;99;fii;;;;;55.08
2023-10-26;1698278400000;BICE11.SA;970.0;970.0;970.0;970.0;963.79;2;fii;;;;;52.02
