s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2022-07-26;1658793600000;SOLR11.SA;0.0;1128.06;1128.06;1128.06;1128.06;0;fii;;;;
