s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff;rsi
2023-06-20;1687219200000;OCRE11.SA;101.0;101.0;101.0;101.0;95.25;6003;fii;;;;;
2023-06-21;1687305600000;OCRE11.SA;102.0;102.0;102.0;102.0;96.19;4691;fii;;;;;
2023-06-22;1687392000000;OCRE11.SA;102.0;108.0;102.0;103.0;97.13;3455;fii;;;;;
2023-06-23;1687478400000;OCRE11.SA;103.0;103.0;103.0;103.0;97.13;1198;fii;;;;;
2023-06-26;1687737600000;OCRE11.SA;103.0;103.0;103.0;103.0;97.13;4329;fii;;;;;
2023-06-27;1687824000000;OCRE11.SA;104.0;104.0;104.0;104.0;98.07;582;fii;;;;;
2023-06-28;1687910400000;OCRE11.SA;104.0;104.0;104.0;104.0;98.07;876;fii;;;;;
2023-06-29;1687996800000;OCRE11.SA;104.0;104.0;103.5;104.0;98.07;6272;fii;;;;;
2023-06-30;1688083200000;OCRE11.SA;104.0;104.0;104.0;104.0;98.07;2668;fii;;;;;
2023-07-03;1688342400000;OCRE11.SA;104.0;106.0;104.0;106.0;99.96;201;fii;;;;;
2023-07-04;1688428800000;OCRE11.SA;105.0;105.0;105.0;105.0;99.02;4115;fii;;;;;
2023-07-05;1688515200000;OCRE11.SA;105.0;105.0;105.0;105.0;99.02;982;fii;;;;;
2023-07-06;1688601600000;OCRE11.SA;105.0;105.0;104.99;104.99;99.01;669;fii;;;;;
2023-07-07;1688688000000;OCRE11.SA;104.99;105.0;104.99;105.0;99.02;1286;fii;;;;;
2023-07-10;1688947200000;OCRE11.SA;105.0;105.0;103.5;105.0;99.02;494;fii;;;;;83.25
2023-07-11;1689033600000;OCRE11.SA;105.0;105.0;105.0;105.0;99.02;1328;fii;;;;;83.25
2023-07-12;1689120000000;OCRE11.SA;102.0;103.0;101.9;103.0;100.91;1448;fii;;;;;87.92
2023-07-13;1689206400000;OCRE11.SA;103.99;103.99;103.98;103.98;101.87;325;fii;;;;;89.52
2023-07-14;1689292800000;OCRE11.SA;103.98;103.98;103.5;103.98;101.87;9739;fii;;;;;89.52
2023-07-17;1689552000000;OCRE11.SA;103.99;103.99;103.85;103.99;101.88;1104;fii;;;;;89.53
2023-07-18;1689638400000;OCRE11.SA;103.99;103.99;103.98;103.99;101.88;2557;fii;;;;;89.53
2023-07-19;1689724800000;OCRE11.SA;103.99;103.99;103.94;103.94;101.83;1071;fii;;;;;88.71
2023-07-20;1689811200000;OCRE11.SA;103.94;103.94;103.85;103.94;101.83;862;fii;;;;;88.71
2023-07-21;1689897600000;OCRE11.SA;103.94;103.99;103.5;103.95;101.84;720;fii;;;;;88.74
2023-07-24;1690156800000;OCRE11.SA;103.95;103.95;103.0;103.95;101.84;1890;fii;;;;;88.74
2023-07-25;1690243200000;OCRE11.SA;103.95;103.95;102.0;103.89;101.78;364;fii;;;;;87.44
2023-07-26;1690329600000;OCRE11.SA;103.95;103.95;102.01;103.0;100.91;361;fii;;;;;71.25
2023-07-27;1690416000000;OCRE11.SA;103.0;103.95;103.0;103.95;101.84;894;fii;;;;;76.3
2023-07-28;1690502400000;OCRE11.SA;103.95;103.95;103.95;103.95;101.84;166;fii;;;;;76.3
2023-07-31;1690761600000;OCRE11.SA;103.95;103.95;103.95;103.95;101.84;30;fii;;;;;76.3
2023-08-01;1690848000000;OCRE11.SA;103.95;103.95;103.95;103.95;101.84;29;fii;;;;;76.3
2023-08-02;1690934400000;OCRE11.SA;103.95;103.95;103.95;103.95;101.84;0;fii;;;;;76.3
2023-08-03;1691020800000;OCRE11.SA;103.55;103.71;103.55;103.71;101.6;406;fii;;;;;71.6
2023-08-04;1691107200000;OCRE11.SA;103.7;104.0;103.7;104.0;101.89;133;fii;;;;;73.71
2023-08-07;1691366400000;OCRE11.SA;103.92;103.92;103.92;103.92;101.81;160;fii;;;;;72.12
2023-08-08;1691452800000;OCRE11.SA;103.92;103.92;103.2;103.92;101.81;647;fii;;;;;72.12
2023-08-09;1691539200000;OCRE11.SA;103.5;103.5;103.4;103.49;101.39;414;fii;;;;;63.74
2023-08-10;1691625600000;OCRE11.SA;103.49;103.49;103.49;103.49;101.39;81;fii;;;;;63.74
2023-08-11;1691712000000;OCRE11.SA;103.49;103.49;102.5;103.49;101.39;200;fii;;;;;63.74
2023-08-14;1691971200000;OCRE11.SA;103.49;103.49;103.49;103.49;101.39;223;fii;;;;;63.74
2023-08-15;1692057600000;OCRE11.SA;103.49;103.49;103.49;103.49;101.39;0;fii;;;;;63.74
2023-08-16;1692144000000;OCRE11.SA;103.49;103.5;103.49;103.5;101.4;1622;fii;;;;;63.88
2023-08-17;1692230400000;OCRE11.SA;103.5;103.5;103.5;103.5;101.4;147;fii;;;;;63.88
2023-08-18;1692316800000;OCRE11.SA;103.45;103.92;103.45;103.45;101.35;598;fii;;;;;62.44
2023-08-21;1692576000000;OCRE11.SA;103.45;103.45;103.45;103.45;101.35;439;fii;;;;;62.44
2023-08-22;1692662400000;OCRE11.SA;103.45;103.92;103.45;103.92;101.81;1294;fii;;;;;69.74
2023-08-23;1692748800000;OCRE11.SA;103.92;103.92;103.92;103.92;101.81;90;fii;;;;;69.74
2023-08-24;1692835200000;OCRE11.SA;103.92;103.92;103.92;103.92;101.81;6;fii;;;;;69.74
2023-08-25;1692921600000;OCRE11.SA;103.92;103.92;103.92;103.92;101.81;101;fii;;;;;69.74
2023-08-28;1693180800000;OCRE11.SA;103.92;103.92;103.92;103.92;101.81;25;fii;;;;;69.74
2023-08-29;1693267200000;OCRE11.SA;103.94;103.94;103.94;103.94;101.83;130;fii;;;;;70.11
2023-08-30;1693353600000;OCRE11.SA;103.94;103.94;102.5;102.5;100.42;713;fii;;;;;36.55
2023-08-31;1693440000000;OCRE11.SA;103.93;103.93;103.93;103.93;101.82;3;fii;;;;;58.03
2023-09-01;1693526400000;OCRE11.SA;104.0;104.0;104.0;104.0;102.69;563;fii;;;;;65.78
2023-09-04;1693785600000;OCRE11.SA;104.0;104.0;103.5;103.5;102.2;101;fii;;;;;59.16
2023-09-05;1693872000000;OCRE11.SA;103.5;103.5;103.5;103.5;102.2;70;fii;;;;;59.16
2023-09-06;1693958400000;OCRE11.SA;103.5;103.5;103.49;103.49;102.19;297;fii;;;;;59.01
2023-09-08;1694131200000;OCRE11.SA;103.5;103.5;103.5;103.5;102.2;37;fii;;;;;59.12
2023-09-11;1694390400000;OCRE11.SA;103.5;103.5;103.5;103.5;102.2;96;fii;;;;;59.12
2023-09-12;1694476800000;OCRE11.SA;103.5;103.5;103.0;103.5;102.2;805;fii;;;;;59.12
2023-09-13;1694563200000;OCRE11.SA;103.5;103.5;103.0;103.0;101.7;25;fii;;;;;50.98
2023-09-14;1694649600000;OCRE11.SA;102.5;102.5;102.5;102.5;101.21;365;fii;;;;;44.52
2023-09-15;1694736000000;OCRE11.SA;102.5;102.5;102.5;102.5;101.21;52;fii;;;;;44.52
2023-09-18;1694995200000;OCRE11.SA;102.5;102.5;102.5;102.5;101.21;151;fii;;;;;44.52
2023-09-19;1695081600000;OCRE11.SA;102.4;102.4;102.4;102.4;101.11;81;fii;;;;;43.12
2023-09-20;1695168000000;OCRE11.SA;102.4;102.5;102.4;102.5;101.21;335;fii;;;;;44.98
2023-09-21;1695254400000;OCRE11.SA;102.5;102.5;102.5;102.5;101.21;21;fii;;;;;44.98
2023-09-22;1695340800000;OCRE11.SA;102.5;102.5;102.5;102.5;101.21;395;fii;;;;;44.98
2023-09-25;1695600000000;OCRE11.SA;102.75;102.75;102.49;102.75;101.46;105;fii;;;;;50.07
2023-09-26;1695686400000;OCRE11.SA;102.5;102.5;102.5;102.5;101.21;83;fii;;;;;45.53
2023-09-27;1695772800000;OCRE11.SA;102.51;102.51;102.5;102.5;101.21;969;fii;;;;;45.53
2023-09-28;1695859200000;OCRE11.SA;102.5;102.75;102.49;102.75;101.46;619;fii;;;;;50.71
2023-09-29;1695945600000;OCRE11.SA;102.74;102.74;102.74;102.74;101.45;18;fii;;;;;50.5
2023-10-02;1696204800000;OCRE11.SA;102.74;102.74;102.74;102.74;102.13;0;fii;;;;;61.88
2023-10-03;1696291200000;OCRE11.SA;102.06;103.5;102.06;103.5;102.88;40;fii;;;;;70.06
2023-10-04;1696377600000;OCRE11.SA;103.45;103.45;103.45;103.45;102.83;68;fii;;;;;69.0
2023-10-05;1696464000000;OCRE11.SA;103.45;103.45;102.0;102.0;101.39;342;fii;;;;;46.92
2023-10-06;1696550400000;OCRE11.SA;103.0;103.0;102.0;103.0;102.39;125;fii;;;;;57.17
2023-10-09;1696809600000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;67;fii;;;;;57.17
2023-10-10;1696896000000;OCRE11.SA;102.0;103.0;102.0;103.0;102.39;137;fii;;;;;57.17
2023-10-11;1696982400000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;0;fii;;;;;57.17
2023-10-13;1697155200000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;167;fii;;;;;57.17
2023-10-16;1697414400000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;7;fii;;;;;57.17
2023-10-17;1697500800000;OCRE11.SA;103.0;103.0;102.0;102.0;101.39;27;fii;;;;;43.94
2023-10-18;1697587200000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;7;fii;;;;;55.12
2023-10-19;1697673600000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;10;fii;;;;;55.12
2023-10-20;1697760000000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;3;fii;;;;;55.12
2023-10-23;1698019200000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;3;fii;;;;;55.12
2023-10-24;1698105600000;OCRE11.SA;102.51;102.51;102.51;102.51;101.9;7;fii;;;;;48.72
2023-10-25;1698192000000;OCRE11.SA;103.0;103.0;102.8;102.8;102.19;159;fii;;;;;52.25
2023-10-26;1698278400000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;384;fii;;;;;54.58
2023-10-27;1698364800000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;10;fii;;;;;54.58
2023-10-30;1698624000000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;0;fii;;;;;54.58
2023-10-31;1698710400000;OCRE11.SA;103.0;103.0;103.0;103.0;102.39;97;fii;;;;;54.58
2023-11-01;1698796800000;OCRE11.SA;103.0;103.0;103.0;103.0;103.0;0;fii;;;;;62.15
2023-11-03;1698969600000;OCRE11.SA;103.0;103.0;103.0;103.0;103.0;0;fii;;;;;62.15
2023-11-06;1699228800000;OCRE11.SA;102.39;102.39;102.39;102.39;102.39;10;fii;;;;;52.08
2023-11-07;1699315200000;OCRE11.SA;102.0;102.0;101.9;101.9;101.9;348;fii;;;;;45.68
2023-11-08;1699401600000;OCRE11.SA;101.9;102.0;101.9;102.0;102.0;105;fii;;;;;47.11
2023-11-09;1699488000000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;1700;fii;;;;;47.11
2023-11-10;1699574400000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;0;fii;;;;;47.11
2023-11-13;1699833600000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;162;fii;;;;;47.11
2023-11-14;1699920000000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;18;fii;;;;;47.11
2023-11-16;1700092800000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;113;fii;;;;;47.11
2023-11-17;1700179200000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;114;fii;;;;;47.11
2023-11-20;1700438400000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;4;fii;;;;;47.11
2023-11-21;1700524800000;OCRE11.SA;102.0;102.0;102.0;102.0;102.0;79;fii;;;;;47.11
2023-11-22;1700611200000;OCRE11.SA;102.99;102.99;102.99;102.99;102.99;500;fii;;;;;64.91
2023-11-23;1700697600000;OCRE11.SA;102.99;102.99;102.99;102.99;102.99;2;fii;;;;;64.91
2023-11-24;1700784000000;OCRE11.SA;102.99;102.99;102.99;102.99;102.99;1;fii;;;;;64.91
2023-11-27;1701043200000;OCRE11.SA;102.99;102.99;102.98;102.99;102.99;1588;fii;;;;;64.91
2023-11-28;1701129600000;OCRE11.SA;102.99;102.99;102.99;102.99;102.99;2;fii;;;;;64.91
2023-11-29;1701216000000;OCRE11.SA;102.99;103.0;102.99;103.0;103.0;179;fii;;;;;65.08
2023-11-30;1701302400000;OCRE11.SA;102.99;103.0;102.98;103.0;103.0;285;fii;;;;;65.08
