s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff;rsi
2023-09-25;1695600000000;TVRI11.SA;96.74;96.75;95.76;96.2;95.25;14064;fii;;;;;
2023-09-26;1695686400000;TVRI11.SA;96.2;96.5;95.6;95.65;94.71;18462;fii;;;;;
2023-09-27;1695772800000;TVRI11.SA;95.68;96.39;95.66;96.2;95.25;13640;fii;;;;;
2023-09-28;1695859200000;TVRI11.SA;96.21;96.71;96.0;96.43;95.48;12040;fii;;;;;
2023-09-29;1695945600000;TVRI11.SA;96.43;96.98;96.1;96.75;95.8;19056;fii;;;;;
2023-10-02;1696204800000;TVRI11.SA;95.3;95.73;93.21;94.96;94.03;3080;fii;;;;;
2023-10-03;1696291200000;TVRI11.SA;94.89;94.89;91.36;91.7;90.8;27224;fii;;;;;
2023-10-04;1696377600000;TVRI11.SA;91.3;91.7;90.0;91.7;90.8;32661;fii;;;;;
2023-10-05;1696464000000;TVRI11.SA;91.1;91.67;90.0;90.0;89.12;18158;fii;;;;;
2023-10-06;1696550400000;TVRI11.SA;90.0;90.54;87.62;88.49;87.62;45738;fii;;;;;
2023-10-09;1696809600000;TVRI11.SA;88.49;88.49;86.21;86.5;85.65;35215;fii;;;;;
2023-10-10;1696896000000;TVRI11.SA;86.5;89.38;86.49;89.35;88.47;14467;fii;;;;;
2023-10-11;1696982400000;TVRI11.SA;89.0;89.89;88.33;88.34;87.47;16725;fii;;;;;
2023-10-13;1697155200000;TVRI11.SA;88.49;89.39;88.48;88.71;87.84;17820;fii;;;;;
2023-10-16;1697414400000;TVRI11.SA;88.8;89.5;88.33;89.0;88.13;20149;fii;;;;;28.11
2023-10-17;1697500800000;TVRI11.SA;89.0;93.49;89.0;92.5;91.59;12010;fii;;;;;41.51
2023-10-18;1697587200000;TVRI11.SA;92.5;93.8;92.0;93.0;92.09;13117;fii;;;;;43.16
2023-10-19;1697673600000;TVRI11.SA;93.0;93.46;92.09;92.99;92.08;12150;fii;;;;;43.13
2023-10-20;1697760000000;TVRI11.SA;92.99;93.4;92.34;92.51;91.6;8328;fii;;;;;41.82
2023-10-23;1698019200000;TVRI11.SA;92.61;92.78;90.61;90.9;90.01;11262;fii;;;;;37.73
2023-10-24;1698105600000;TVRI11.SA;90.9;90.9;89.99;90.6;89.71;8491;fii;;;;;36.99
2023-10-25;1698192000000;TVRI11.SA;90.58;90.6;90.17;90.6;89.71;7907;fii;;;;;36.99
2023-10-26;1698278400000;TVRI11.SA;90.58;91.2;90.31;91.1;90.2;7609;fii;;;;;39.24
2023-10-27;1698364800000;TVRI11.SA;91.0;92.59;90.85;92.4;91.49;4586;fii;;;;;44.81
2023-10-30;1698624000000;TVRI11.SA;92.39;92.44;91.7;92.43;91.52;8303;fii;;;;;44.94
2023-10-31;1698710400000;TVRI11.SA;92.24;93.0;91.9;92.6;91.69;8553;fii;;;;;45.7
2023-11-01;1698796800000;TVRI11.SA;91.7;92.0;90.36;91.1;91.1;11670;fii;;;;;43.46
2023-11-03;1698969600000;TVRI11.SA;91.09;91.22;90.6;90.99;90.99;7499;fii;;;;;43.03
2023-11-06;1699228800000;TVRI11.SA;90.99;91.0;90.53;90.7;90.7;5793;fii;;;;;41.87
2023-11-07;1699315200000;TVRI11.SA;90.7;90.9;90.52;90.88;90.88;7249;fii;;;;;42.9
2023-11-08;1699401600000;TVRI11.SA;90.88;91.27;90.7;90.98;90.98;8506;fii;;;;;43.5
2023-11-09;1699488000000;TVRI11.SA;90.98;91.19;90.45;90.51;90.51;8841;fii;;;;;41.31
2023-11-10;1699574400000;TVRI11.SA;90.51;90.95;90.47;90.95;90.95;8164;fii;;;;;44.14
2023-11-13;1699833600000;TVRI11.SA;90.95;90.95;90.4;90.52;90.52;8705;fii;;;;;42.01
2023-11-14;1699920000000;TVRI11.SA;90.6;91.05;90.45;91.04;91.04;9338;fii;;;;;45.45
2023-11-16;1700092800000;TVRI11.SA;91.02;91.27;90.78;90.95;90.95;8236;fii;;;;;44.95
2023-11-17;1700179200000;TVRI11.SA;90.95;91.25;90.86;91.2;91.2;12946;fii;;;;;46.69
2023-11-20;1700438400000;TVRI11.SA;91.25;91.96;91.2;91.75;91.75;7281;fii;;;;;50.41
2023-11-21;1700524800000;TVRI11.SA;91.75;92.95;91.65;92.75;92.75;9882;fii;;;;;56.37
2023-11-22;1700611200000;TVRI11.SA;92.75;92.99;91.5;91.75;91.75;11271;fii;;;;;49.91
2023-11-24;1700784000000;TVRI11.SA;92.98;93.49;92.21;93.0;93.0;11442;fii;;;;;56.6
2023-11-27;1701043200000;TVRI11.SA;92.9;93.97;92.61;93.5;93.5;14405;fii;;;;;58.96
2023-11-28;1701129600000;TVRI11.SA;93.59;94.84;93.59;94.06;94.06;23927;fii;;;;;61.49
2023-11-29;1701216000000;TVRI11.SA;94.06;94.78;93.51;94.37;94.37;6775;fii;;;;;62.86
2023-11-30;1701302400000;TVRI11.SA;94.37;94.69;93.8;94.35;94.35;32542;fii;;;;;62.7
