s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-11-30;1701302400000;CACR11.SA;102.09;102.5;101.8;102.5;102.5;18053;fii;;;;
