s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2022-10-27;1666828800000;BLCP11.SA;0.0;0.0;0.0;91.0;91.0;0;fii;;;;
