s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-11-30;1701302400000;KDIF11.SA;133.03;134.8;132.5;134.8;134.8;30748;fii;;;;
