s_open_time;open_time;ticker;open;high;low;close;adj_close;volume;type;ema_adj_close_200p;ema_adj_close_200p_diff;ema_close_200p;ema_close_200p_diff
2023-09-15;1694736000000;LPLP11.SA;0.0;0.0;0.0;508.68;508.68;0;fii;;;;
